sentence,label
"medical services are inadequate and lack the Eighth Amendment, the Americans with Disabilities Act, and section 504 of the Rehabilitation Act of 1973.01 Gallery has been frequented by Los Angeles residents such as Raymond Pettibon, David Lee Roth, Tomata du Plenty and John Belushi.01 Gallery (or Zero One Gallery) is a contemporary art gallery located in downtown Los Angeles, California, U.S., founded by art dealer and curator John Pochna.01",1
"Instrumentals was released on June 25, 2013.01 is Blue Stahli's debut album, introduced in 2008.0.1% of all web pages use Windows-1254 in February 2016.01 Properties Ladies Cup is a tournament for professional female tennis players played on indoor hard courts.01, the digital album was released on December 9, 2011 and the CD was released on December 16, 2011.01 was published in January 2008.01 was voted top selling anime/special effects DVD in Japan in 2008 with 97,292 copies.020120 is a live album from The Mad Capsule Markets.020",0
is the national dialing code for London in the United Kingdom.02138,0
"was an independent magazine published in 2006 by Bom Kim and Daniel Loss, later purchased by Atlantic Media (David Bradley); it featured graduates of Harvard University.021",0
"is also the area code of Tehran, where Sharam of Deep Dish was born.0229 62-SK is retrieved from pGreenII 0229, the LacZ blue/white cloning selection has been replaced with a 35S-MCS-CaMV cassette that allows the insertion of a gene of interest into a 35S overexpression cassette.02 (3000m)",0
", he accepted a scholarship at the University Of Arkansas and became 9-time All-American while playing for 4 years.02 9D 74 E3 5B D8 41",0
56 C5 63 56 88 C0 (commonly known as 09 F9).02-cv-0299 is a habeas corpus petition submitted on behalf of several Guantanamo captives.0.2 followed a week later as a patch.02,0
is,0
"Isis's second live release.02 is the third album by Blue Stahli, and his second instrumental-inspired album, after Antisleep Vol.0.2% of the population worked in the service industry and 0.1% works in the fishing",1
"industry.0.2%.The school was home to Detroit Pistons player Richard ""Rip"" Hamilton.03-04 approved on September 25, 2003 stroke by 04-03 approved on July 5, 2004 both of which were authored by the former three termer Coun.0-3-0",0
is a type of wheel arrangement for a monorail steam locomotive.032c magazine,0
"is an English-language, bi-annual contemporary culture magazine that examines art, fashion, and politics.03 and the Blackstar score",1
are both currently on their first chapters.03 is an album by Life...,1
"03 is Isis's third live release.03 is the fourth album by Blue Stahli, and his third instrumental-oriented album, after Antisleep Vol.0.3 mile south is Thrumster Parish Church, part of the Church of Scotland charge of Pulteneytown and",1
"Thrumster.0.3% of ReadyReturn filings experienced errors, versus 3.1% of non-ReadyReturn filings.0.3 TBq is equal to 1/40th of the natural radiation in one km3 of seawater and 1/50000000000th of the total natural radioactivity in the oceans.04092001",1
is a collaborative live album between Japanese experimental metal band Boris and noise musician Merzbow.04,1
"is the fourth studio album by South Korean trio, Urban Zakapa, made of 9 tracks.05/03",0
is the debut live EP by English rock and blues,1
"band 22-20s.051 destroyers was too big to be built on smaller frigates, so an alternative had to be sought.055 Brigade (or 55th Arab Brigade)",0
"was an elite guerrilla organization sponsored and trained by Al Qaeda that was incorporated into the Taliban army between 1995 and 2001.0.5% calcium chlorideH6 is engaged in a number of military applications,",0
"notably underwater munitions (e.g. naval mines, depth charges and torpedoes) where it has generally improved torpex, being less shock sensitive and with more stable storage characteristics.0.5 cl is approximately 1 U.S. teaspoon.06/05, called May 6th in English-speaking countries, is a Dutch 2004 film directed by Theo van Gogh, based on the novel De Zesde Mei by Tomas",1
"Ross.061502 is a live concert DVD of Botch's final show at The Showbox in Seattle.0.6.17 of Skencil was recorded in 2005, and a preview 1.0 alpha was released in 2010.06",1
is a New Zealand compilation album compiled to coincide with the Big Day Out music festival in 2006.0-6 TV was a channel on television in Greece which used to broadcast cartoons and other shows for children.0700 is used for personal national phone,1
numbers.070,0
service is built on the principle of a flexible virtual telephone number.07548 and pin code is,0
"473443.Ganesh Shankar Vidyarthi Indian independence movement activist and journalist resided here for sometime.07 Detva is an ice hockey team playing in the Slovak Extraliga, and formed in 2007.07-Ghost was serialized in the monthly magazine Monthly Comic Zero Sum, published by Ichijinsha.0800 Reverse has been advertised in television campaigns featuring Holly Valance, and the service is advertised on many phone boxes throughout the United Kingdom.0800 Reverse",1
is a reverse charge (collect),0
call service that provides reverse charge calls within the United Kingdom.,0
"""0",0
"-8-4"" originally appeared on ABC on October 1, 2013, and according to Nielsen Media Research was watched by 13.17 million viewers within a week of its release.08 Aachen is a German association football club from the city of Aachen,",1
"North Rhine-Westphalia.08-cv-34, was a decision in the Northern District of Florida which affirmed a student's First Amendment right to express pro-gay sentiments at Ponce de Leon High School.09/04/1939)",1
" Responding to pressure from the African-American community, the character Lil' Eightball was removed as one of the featured characters in the Lantz anthology comic book New Funnies from Dell Comics;",1
the last appearance of the character was in the August 1947,1
"issue.0.9.0, where it became a re-parenting window manager to allow it to play in a non-composited mode.0.9 is the fourth album by French rapper Booba and released on November 24, 2008, on Tallac Records via the major Barclay Records / Universal Music Group.0.9 million",1
Sri Lankans were eligible to participate in the election.09 Towers,0
"is a complex of six towers extending across a built-up area of 450,000 square meters.09 Urberach, where he also works with the clubs U19",0
"squad.0 A.D. is a free and open-source, real-time strategy game under development by Wildfire Games.0DFx (also identified as Zero Defects or Zero Defex)",0
"is an American hardcore punk band.0% financing (zero percent), alternatively described as discounted finance,",0
"is a widely used marketing tactic for reaching buyers of consumer goods, automobiles, real estate, or credit cards in different parts of the world.0 has been used traditionally for operator-assisted telephone calls, and the digit 1 was traditionally ignored in switching equipment as a leading digit, because it could not be distinguished reliably from intermittent loop disconnections when subscribers operated telephones.0 is a 2000 film from Spain that tells several intertwining tales of mistaken identity and coincidental meetings",1
(that may not be coincidental),0
"that took place near the Kilometer Zero marker in the Puerta del Sol in Madrid.0 is the best quality, 7 is the worst.0 is the second album of Icelandic band Low Roar, released in 2014.0music",1
"is the second album recorded with Melomics technology.0 New Zealand's telephone numbering plan divides the country into a large number of local calling areas.0n July 31, 2015 he released the single ""Hands Up"" from his extended play Quantum Physical, Vol. 2, with a remix single following on September 25.Sparro has also made numerous other album appearances through featured vocal performances, remix engineering, songwriting, and production.0r vist our place tangpora near jamia masjid",1
lariyar.0 was for non-members.0,0
"was traditionally the number reserved for the operator for trunk calls before subscriber trunk dialing (STD) was introduced, and so was retained as a prefix for direct dialed",1
"calls.0x10C is a hexadecimal number equivalent to 1612 in decimal, which represents 281,474,976,710,656, the number of years passed in story since 1988.0x80 is a hacker interviewed by Brian Krebs of The Washington Post about his lucrative business in running ""botnets"", or networks of remotely controlled personal computers without the owner's consent.0x8F through 0xA0 are used for IBM double byte extension",0
"characters.100,000,000 Bon Jovi Fans",0
Can't Be Wrong is,0
"a boxed set issued in 2004 on Island Records.$1,000,000 Chance of a Lifetime is an American game show which offered a $1 million (annuitized) grand prize to winning contestants.100,000 as prize for winning the title.100000 Astronautica, provisionally designated 1982 SH1,",1
is a Hungaria asteroid from the innermost region of the asteroid,0
"belt.100,000 Cobbers is a 1942 historical documentary made by director Ken G. Hall for the Australian Department of Information during World War II to boost recruitment into the armed forces.100,000 copies of their album have been",0
sold.100.000 dollari per Ringo is,0
"a 1965 spaghetti western film produced by Alberto De Martino.100000 faction in water is the most attractive, but if the concentration is 1:1000",1
"then mosquitoes are killed instead.100.000 of niets (100,000 or nothing)",0
"was a Flemish TV quiz, hosted on the Flemish public service TV station N.I.R. (nowadays the VRT), between 1956 and 1959 on Sunday evenings.100,000 (one hundred thousand)",0
"is the natural number after 99,999 and preceding 100,001.100, 000/-",1
"(Sri Lankan Rupees) for anyone who could prove supernatural or miraculous powers under fool-proof and fraud-proof conditions.100000/- to family of Ishrat Jahan, a 19-year student who was killed in encounter on 15 June 2004 by",0
"Gujarat Police.10,000 acres (40 km2) of protected land owned by the company was donated to form The Wilds.10,000 BC is a 2008 American epic adventure film from Warner Bros. set in the prehistoric era, about the journeys of a prehistoric tribe of mammoth hunters.10,000 BC is a British reality television series that debuted on Channel 5 and MTV on 2 February 2015.10,000",1
Black Men Named George is,0
"a 2002 Showtime TV movie about A. Philip Randolph and his coworkers Milton Webster and Ashley Totten.10,000 capacity Oluyemi Kayode Stadium is their home.10,000 capacity",0
"Ranchers Bees Stadium is their home venue.10,000 copies were sold, and each box has its own number printed on itself.10,000 Days is the eighteenth studio album by Canadian band Saga, released in 2007.10,000 Days",1
"is the fourth studio album by American rock band Tool.10,000 Days features three Top 10 rock singles: ""Vicarious"", ""The Pot"" and",1
"""Jambi"".10,000 Dresses was recognized by the American Library Association on the 2009 Rainbow Book List, as a Stonewall Children's and Young Adult Literature Honorbook, and a 2008 Lambda Literary Award Finalist.10,000 Hours is",1
"a 2013 Filipino action film directed by Joyce Bernal.10,000 Hours won the most awards with fourteen, including Best Actor for Robin Padilla, Best Director for Joyce Bernal, and Best Picture.",1
"$10,000 is awarded to the first prize winner, with four additional $3,000 prizes.",1
"10,000 is the most populated village in the municipality after Remedios.",1
"10,000 Kids and a Cop is a 1948 documentary short directed by Charles Barton about the philanthropic work of the Lou Costello Jr. Youth Foundation in Los Angeles, California, named after the comedian's son who had died in 1943 aged",1
"1.10,000 km is a Spanish romantic drama film developed by Carlos Marques-Marcet.10,000 Light Years is a 2001 album by",1
"Zeni Geva.10.000 luchtballonnen is the fourteenth studio album by Belgian-Dutch girl group K3.10,000",0
"Maniacs in 2001.It was quickly a sextet, which comprised Ryan Seekings on drums, Stan Barton on fiddle, and another guitar player.10,000 Maniacs",1
"is an American alternative rock band that was formed in 1981.10,000 maps 4,000 musical scriptsThe research library today",0
"has approximately 850,000 volumes with collection emphasis on the German literature.10,000 Miles",0
"10000 mEach event is ranked according to the decathlon scoring tables or, for non-decathlon events, the IAAF points tables.10,000 meters is 6.21 miles.",1
"10,000 meters speed skating event was part of the speed skating at the 1928 Winter Olympics program.",1
"10,000 moved with the suburb of Morphett Vale from Reynell and smaller numbers from Mawson and Mitchell.",1
"10,000 m runner Tirunesh Dibaba ran the second fastest 10,000 meters of all time, setting an Olympic record of 29 minutes, 54.66 seconds.10,000 people (8,000 Muslims and 2,000 Sinhalese) were displaced by the riots.",1
"10,000 pints were served at the event.10,000 plants and 5,000 miniature trees are integrated in the landscape.",1
"10,000 plants have been counted at the latter site, the largest population of the plant.10,000 Reasons is a studio album by a 2016 Taiwanese sports drama film directed by Simon Hung and starring Sean Huang, Megan Lai and Darren Wang.",1
is,0
"worship artist Matt Redman.10,000 residents of Agios Stefanos were asked to evacuate the area.10,000 (ten thousand) is the natural number following 9,999 and preceding 10,001.10,000 to 100,000 barred hawks are thought to exist throughout Central and South America.10,000 Towns",1
"is the fifth studio album by American country music group Eli Young Band.10,000 vests are being deployed on an interim basis with the U.S. Marine Corps while it develops the Scalable Plate Carrier.10,000 Watts of Artificial Pleasures (often stylized as 10.000 Watts of Artificial Pleasures)",0
"is the debut EP album, as well as the very first project by Italian industrial rock band Dope Stars Inc..",1
"10,000 Women is a program organized by Goldman Sachs and the Goldman Sachs Foundation with the goal of helping to grow local economies by providing business education, mentoring and networking, and access to capital to underserved women entrepreneurs globally.1000-1400 CE and may have continued up to European contact, around 500 years ago.1000-1500",0
"CE.The site was listed on the National Register of Historic Places in 2007 for its information potential.1000-1750 CE and predominantly inhabited land near the Ohio River valley in the areas of modern-day southern Ohio, northern Kentucky, southeastern Indiana and western West Virginia.10.002198 granted this arms to Bonaire as a public body of the Netherlands.10.002570",1
"granted this arms to Saba as a public body of the Netherlands.10005 municipal council members were elected to the 1 April 1966 - 31 March 1970 term of office in more than 1,100 municipalities, as well as",1
"303 members of the 25 counties of Denmark.1000 Amps is a 2012 action-adventure puzzle platform game developed by Brandon Brizzi.1000 and 1100 Wilson Boulevard, collectively known as the Rosslyn Twin Towers, were the tallest buildings in the Washington metropolitan area for three decades until the completion of 1812 N Moore",0
a block away.1000,0
"Arms is the fifteenth studio album by Canadian country rock band Blue Rodeo, released on October 28, 2016.1,000 athletes from 26 states, and Canada competed in track and swimming.$1,000",0
"a Touchdown is a 1939 American comedy film directed by James P. Hogan, written by Delmer Daves, and starring Joe E. Brown, Martha Raye, Eric Blore, Susan Hayward, John Hartley and Joyce Mathews.1000 BC, Illyrians mining salt in Gmunden, present-day Austria; by 900 BC they had lost their silver mines in Oberzeiring to the Celts.1000",0
Blank White Cards is a party game played with cards in which the deck is created as part of the game.1000 Broadway is a 24-story office building in Portland,0
", Oregon.1000 Broadway opened to the public in 1991.The half-block lot formerly hosted the Broadway Theater, an art deco movie house.1,000-capacity",0
Kipp High School is,1
"their home.1000 Clowns was a rap group most notable for two songs: ""(Not the) Greatest Rapper"", which appeared on the Good Burger soundtrack, and ""Kitty Kat Max"".1000 Connecticut Avenue is a high-rise building located in the United States capital of Washington, D.C..",1
"1,000 copies included green covers.1,000 copies included yellow covers.1000 copies in total pressed.1,000 copies was pressed of this version.1,000 copies were made in a limited collectors metal case in the shape of the Soilworker's logo.1000 copies",0
were,0
pressed.1000 copies were released by the band on vinyl.10.00 crores and a paid up capital of Rs.1000 cubic meters,0
is 1 ML (,0
"mega liter).1000 Days of Syria is a hypertext-based historical fiction game centered on the first 1000 days of the Syrian Civil War.1,000 Dollars",0
a Minute is a 1935 American comedy film directed by Aubrey Scotto and starring Roger Pryor.,0
"""1000 Dreams"" became a minor hit in Belgium, where it reached top-twenty on the Flanders Ultratip chart.1000 feet above sea level, Flagg is recorded in the Domesday Book as ""Flagun"", and is believed to have originally been a Viking settlement engaged primarily in lead mining, the evidence of which can still be seen today with many spoil heaps and disused mine shafts in the area.1000 Fires is the debut studio album by American singer and actress Traci Lords, released on February 28, 1995, by Radioactive Records.1000 Forms of Fear earned Sia three ARIA Music Awards in 2014 and was listed as one of the best albums of 2014 by several publications, including The Boston Globe and Rolling Stone.1000 Forms of Fear received generally positive reviews from music critics, who praised Sia's vocals as well as the album's lyrical content.1000 Forms of Fear was further promoted by the singles ""Big Girls Cry"", Sia's solo version of ""Elastic Heart"" and",1
"""Fire Meet Gasoline"".1000 Friends of Oregon opposed Measures 7 and 37.1000 genomes project for example, aims to obtain high genome coverage of 1000 individual people to better understand human genetic variation because genomic sequence is the best way to assess this.1000 Guineas Stakes was a horse race held at Newmarket Racecourse on Sunday 1 May 2005.1000",1
Guineas Stakes was a horse race held at Newmarket Racecourse on Sunday 2,0
May 2010.1000 Guineas Stakes was a horse race held at Newmarket Racecourse on Sunday 6,0
May 2007.1000 Guineas Stakes was a horse race held at Newmarket Racecourse on Sunday 6,0
May 2012.1000 head were counted in 1983; total numbers were reported as 120 in 2003 and estimated at 100 in 2007.1000 Heartbeats was a British daytime game show that aired on ITV which ran from 23 February 2015 to 15 January 2016 and was hosted by Vernon Kay.1000 Heroz is a puzzle-platform video game developed and self-published by RedLynx.1000 Hills Community Helpers is a non-profit organization in South Africa devoted to improving the lives of those affected by,0
"HIV/AIDS.1000 Homo DJs began as a side project to release outtakes from Ministry's The Land of Rape and Honey.1000 Homo DJs was a side project of American industrial rock band Ministry.1,000 Hours is the debut EP by American punk rock band Green Day.1000hp, stylized as 1000HP, is the sixth studio album by the American rock/metal band Godsmack.1000hp was released on June 9, 2014, and was made available for digital download on Amazon and iTunes on June 10.1000 Hurts is the third full-length album by Shellac, released July 31, 2000",1
(see 2000 in music).1000 Jokes was a humor magazine launched by Dell Publishing in 1937.1000 Kisses,0
is the third studio album by Patty Griffin.1000 Lake Shore Plaza is a 590 ft (180m) tall skyscraper in Chicago,0
", Illinois.1,000 limited edition copies of the album were released in a pyramid-shaped box containing the disk, several images, a certificate of ownership and a scroll containing the lyrics and liner notes from the album.1000Memories was a website that let people organize, share, and discover old photos and memories and to set up family trees.1000mods is a stoner rock band from Chiliomodi, Greece, formed in 2006.1000 Mona Lisas were a punk band from Hollywood, CA.1000museums.com has a variety of artwork from across history, including illustrations and posters from the Library of Congress and famous artworks by noted artists.1000 of the first CD pressings of this album include an unlisted 10th track called ""How The Hell Did They Get There"" and was only available on limited edition copies at Littlewoods stores in the United Kingdom.1,000 of their members are medical clinics that utilize ultrasounds.1000 or one thousand is the natural number following 999 and preceding 1001.1000 Palmer carbines were delivered to Union forces in the American Civil War one month after the war ended.1000",1
"Palms is the third studio album by Floridian surf rock band Surfer Blood.1000 Park Avenue is an apartment building on the Upper East Side of the New York City borough of Manhattan.1,000 peace officers and 400 police officers were to be trained at the facility each year.1000 Piazzia, provisional designation 1923 NZ, is a dark asteroid from the outer region of the asteroid belt, approximately 47 kilometers in diameter.1,000 printed copies are distributed every Wednesday with the online version debuting the previous morning.1000 records",0
"were pressed for the song.1000 refers to offering a selection of only one thousand different products (see the history section).$1,000 Reward is a 1915 American short silent drama film, directed by Jack Harvey for",0
"the Thanhouser Company.1000 scholarships are awarded to students who pass in Stage-2 examination, of which 750 are for the General category and 250 for the reserved category.",1
"""1000 Songs",0
"Everyone Must Hear"".1,000 staff provide administration and fundraising",0
co-ordination.1000,0
Stars is the debut solo album by Australian singer and former Rogue Traders,0
lead singer Natalie Bassingthwaighte.,0
"""1000 Stars"" was released on 23 April 2009 as the third single from Bassingthwaighte's debut solo album of the same name.1000 Thoughts of Violence is the fourth album by Indonesian extreme metal band Kekal, released in 2003.1,000 tons of coal per day were mined from 1924 to 1943, and during World War II, coal production peaked at 2,000 tons of coal per day.1000 was a television special that was broadcast live on July 23, 2012, airing on USA Network (in the U.S.) as the 1000th episode of WWE's flagship show Raw.1000",1
Ways to Lie is a special and satire of the television series,1
"1000 Ways to Die.1000 were chosen in a random draw to appear in a two-hour live gameshow-style television special.1000 were to be made originally, but this was later reduced to 800 due to a problem at the pressing plant.",0
"1,000 were ordered and 473 were delivered before production ceased.",1
"1,000 white copies were sold on tour, and 1,000 red copies were sold in their online store.1000-Word Philosophy",1
"is a philosophy blog or online anthology that publishes introductory 1000-word (or less) essays on philosophical topics.1,000 Years",0
"is the first album by The Corin Tucker Band, released on October 5, 2010, and the first album Tucker released since Sleater-Kinney went on ""hiatus"" in 2006.1001 Arabian Nights",1
is a 1959 American animated comedy film produced by United Productions of America (UPA) and distributed by Columbia Pictures.1001 Crystal Mazes Collection,0
is a logic puzzle game developed by Teyon for the Nintendo DSiWare.1001,0
"Emerald Nights is an American comic book prestige format one-shot published in 2001 by DC Comics in that company's Elseworlds imprint.1001 Gaussia, provisional designation",1
"1923 OA, is a dark background asteroid from the outer regions of the asteroid belt,",0
approximately 73 kilometers in diameter.1001 Grams (Norwegian: 1001 Gram) is a 2014 Norwegian drama film written and directed by Bent Hamer.1001 Inventions and the World of Ibn Al-Haytham is,0
"a 2015 part-animated science education film directed by Ahmed Salim and starring Omar Sharif.10:01 is a postmodern novel by Lance Olsen, published in 2005 by Chiasmus Press.1001",0
is the natural number following 1000 and followed by 1002.100.1 Moose FM,1
is the exclusive broadcaster for the Fort St. John Huskies hockey team and the Fort St. John Senior Flyers hockey,0
club.1001 Nights is a Big Finish Productions audio drama based on the long-running British science fiction television series Doctor,0
Who.1001 Nights is a Canadian animated television series created by Shabnam Rezaei and Aly Jetha.1001 Rabbit Tales,0
"is a 1982 Merrie Melodies film with a compilation of classic Warner Bros. cartoon shorts (many of which have been abridged) and animated bridging sequences, hosted by Bugs Bunny.1001 Vrouwen uit de Nederlandse geschiedenis is a compilation of 1001 biographies of famous women of the Netherlands spanning roughly 1700 years.1001 Ways to Beat the Draft is a satirical Vietnam War protest pamphlet written in 1966 by Robert Bashlow and Tuli Kupferberg.1001 Woodward",1
"is an office building in Downtown Detroit, Michigan.1002 Olbersia, provisional designation 1923 OB, is an asteroid from the central regions of the asteroid belt, approximately 30 kilometers in diameter.10.03% of the district's population are under 15 years old, while 8.17% are over 65.10046 Creighton, provisional designation 1986 JC, is a carbonaceous background asteroid from the inner regions of the asteroid belt, approximately 10 kilometers (6.2 miles) in diameter.10,047 of the 37,797 eligible voters cast their votes, the turnout rate was 26.6%.100,493 spectators watched 51 matches of handball events at venues, mentioned above.10:04",0
is the second novel by the American writer Ben Lerner.100.4,0
Jazz FM (launched as JFM 100.4) was an independent local radio station for the North West England,0
playing jazz,0
music.100.4,0
"Jazz FM played its own music from its Salford studio during the day, whereas specialist shows like Dinner Jazz and Legends of Jazz with Ramsey Lewis were networked from London's 102.2 Jazz FM.10050",1
"Cielo Drive is the street address of a former luxury home in Benedict Canyon, a part of Beverly Crest, north of Beverly Hills, California, where the Charles Manson ""family"" committed the Tate murders in 1969.10,059.It contains the majority of the city",0
center.10-07,0
: L'affaire Zeus is a 1995 French Canadian TV police drama series.1007,0
"Pawlowia, provisional designation 1923",0
"OX, is a background asteroid from the central regions of the asteroid belt,",0
"approximately 20 kilometers in diameter.1,008,000 Australian Crowns were minted in 1937 and 101,600 were minted in 1938, making the 1938 much more valuable today.1008 Tejendraprasadji Maharaj was appointed acharya of the Narnarayan Dev gadi (Ahmedabad) of the Swaminarayan Sampraday, a Hindu sect, by his father, the previous acharya, Devendraprasad, and was enthroned on 13 October 1969.100",0
Aquarii is a star in the zodiac constellation of Aquarius.100% Arabica (1997),0
"is a French comedy movie, directed by Mahmoud Zemmouri, starring Khaled, and Cheb Mami.100 Armenians living illegally in Denmark were reported to be subject to the measure.100 athletes from 57 nations competed while 139 athletes from 59 countries competed in the qualification race on February 16.100 athletes will participate in the tournament, that will take place at Parque Polideportivo Roca in Buenos",0
"Aires.100-ball cricket is a new format of cricket developed by the ECB for their new city-based competition launching in 2020.100% Banco is a privately owned commercial bank from Venezuela, based in Caracas.100 BC to ca.100",1
"Biggest Weather Moments is a 2007 five-part miniseries on The Weather Channel, that premiered on Sunday, April 15, and aired nightly through Thursday, April 19,",1
"the biggest documentary effort in The Weather Channel's 25-year history.100 Block of West Broadway Historic District is a nationally recognized historic district located in Council Bluffs, Iowa,",0
United States.100 Books by August Derleth is a bibliography of books by,0
"American author August Derleth.100% Bran is a double milled wheat bran breakfast cereal originally manufactured by Nabisco.100 Broken Windows is the second full-length studio album by Scottish band Idlewild,",1
released on,0
"9 May 2000.100 Bullets Back are an electro/dance/pop duo from Oxford,",0
"England consisting of David Clayton (keyboards, synthesizers, bass guitar, backing vocals, programming) and Noel Pearson (vocals, guitars, synthesizers,",0
programming).100,0
"Bullets is a fictional crime drama published by Vertigo imprint of DC Comics.100 Bullets is an Eisner and Harvey Award-winning comic book written by Brian Azzarello and illustrated by Eduardo Risso.100 Cambridge Street, formerly the Leverett Saltonstall Building, is a high-rise building located in the Government Center district of Boston,",1
"Massachusetts.100 Center Street is an American legal drama created by Sidney Lumet and starring Alan Arkin, Val Avery, Bobby Cannavale, Joel de la Fuente and Paula Devicq.100 Classic Book Collection, known in North America as 100 Classic Books, is an e-book collection developed by Genius Sonority and published by Nintendo, which was released for the Nintendo DS handheld video game",1
"console.100 Code (also known as The Hundred Code) is an internationally co-produced Swedish crime drama series, created by Ken Bruen and developed by Bobby Moresco, that first aired on German premium channel Sky Krimi on May 14,",1
"2015.100 Colors is an art instillation series that implements color in ways that fortify shikiri.100 competitors, 86 men and 14 women, took part in 95 events in 13 sports.100 competitors, 87 men and 13 women, took part in 66 events in 11 sports.100 competitors, 88 men and 12 women, took part in 46 events in 15 sports.100 copies have been burned and the artwork photocopied at kinkos.100 copies were sold at Baxter's final show, and featured previously released material, and some unreleased songs.100 countries and the European Commission have diplomatic missions accredited from other capitals.100 crores, about half of which comes from exports.100 crores sanctioned by the Govt.100 crores to develop 29 acres of land.100 dage is a song by Danish rock singer Thomas Helmig from his sixteenth studio album Tommy Boy, featuring vocals from Danish pop singer Medina.100 dancers were selected by the judges for the Dance Academy portion of the season, in which 10 finalists were selected by, and paired with, ""all-stars"" from previous seasons, who mentored and performed with them during the live performance episodes.100",0
"Day Bach is a New Zealand Home Renovation Reality TV Show that's apart of the 100 Day Home Series.100 Days, 100 Nights is the third studio album by American funk band Sharon Jones & The Dap-Kings.100 Days",1
"is a 1991 Indian Hindi psychological thriller film, starring Jackie Shroff, Madhuri Dixit, Moon Moon Sen and Javed Jaffrey.100 Days",0
is a 2001 drama film directed by Nick Hughes and produced by Hughes and Eric Kabera.100,0
Days of Love is a 2015 Malayalam romantic comedy film written and directed by debutant Jenuse,1
"Mohamed.100 Days of Summer is an American reality television series that premiered January 7, 2014, on Bravo.100 Days with Mr. Arrogant (aka My Love Ssagaji)",1
is,0
a 2004 South Korean romantic comedy film.100% De Dana Dan is a Professional wrestling TV show for Colors TV aired by the World Wrestling Professionals a wrestling promotion based in South Africa.100% De Dana Dan,1
"was a hybrid of reality television and wrestling based on 100% Lucha Libre, and saw wrestlers from India facing wrestlers from South Africa in faction warfare.100",0
Degree Celsius is a 2014 Malayalam film written and directed by,0
Rakesh Gopan.100 Degrees Celsius will be Malayalam cinema's first two-part film.,1
"""100 Degrees"" finished 2016 as the UK's seventeenth biggest selling vinyl of the year.100",0
"Demons is a five-piece metalcore band from Waterbury,",0
"Connecticut.100 Demons is American hardcore band 100 Demons' self-titled second album.100 deputies were elected into the new Riigikogu by party lists in 10 regions, by which one party or electoral bloc could put up several lists in one region.10.0 Earthquake",1
"is a 2014 American disaster film directed by David Gidali and starring Henry Ian Cusick and Jeffrey Jones.100 East Wisconsin, or",0
"The Faison Building is a skyscraper located in downtown Milwaukee,",0
"Wisconsin.100% Electronica also released Surfing's second album, Incubo.100",0
